articleID,abstract,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL,articleWordCount
586bdf2195d0e03926078c64,,By JIM RUTENBERG,article,"A Fox News Pillar’s Jump to NBC Will Test Her, and the Networks","['Fox News Channel', 'NBC News', 'Kelly, Megyn', 'News and News Media', 'Lack, Andrew', 'Television']",1,Business,1,2017-01-03 17:27:49,Media,"Ms. Kelly’s departure from Fox News will test her ability to connect with a broader audience, but the most significant implications concern the larger television news industry.",The New York Times,News,https://www.nytimes.com/2017/01/03/business/media/megyn-kelly-nbc-fox-news.html,1339
587059b895d0e0392607972b,,By CAITLIN LOVINGER,article,Wishful Thinkers,['Crossword Puzzles'],1,Games,0,2017-01-07 03:00:03,Unknown,Roland Huget asks a rhetorical question.,The New York Times,News,https://www.nytimes.com/2017/01/06/crosswords/wishful-thinkers.html,650
58705c7995d0e0392607972d,,By GAIL COLLINS,article,Arms  and  the Trump,"['Gun Control', 'Murders, Attempted Murders and Homicides', 'Trump, Donald J', 'United States Politics and Government', 'Fort Lauderdale (Fla)', 'Terrorism', 'Airports', 'National Rifle Assn', 'Firearms']",1,OpEd,19,2017-01-07 03:11:49,Unknown,"Another day, another terrible shooting.",The New York Times,Op-Ed,https://www.nytimes.com/2017/01/06/opinion/arms-and-the-trump.html,823
5870762995d0e03926079740,,By RORY SMITH,article,Leicester City Learns Magic Goes Only So Far,"['English Premier League', 'Leicester City (Soccer Team)', 'Soccer']",1,Sports,1,2017-01-07 05:01:21,Soccer,"Giddy disbelief settled among fans and around the team during the run to the Premier League championship last season. But months after the fact, the glow is fading.",The New York Times,News,https://www.nytimes.com/2017/01/07/sports/soccer/leicester-city-premier-league.html,1210
5870f2eb95d0e039260797a8,,By JAN HOFFMAN,article,"To Evaluate a Dog’s Smarts, Humans Pick Up New Tricks","['Dogs', 'Current Directions in Psychological Science', 'Intelligence and Intelligence Tests (IQ)', 'Research']",1,Science,1,2017-01-07 13:53:35,Family,"Owners are increasingly interested in their pets’ intelligence, giving researchers eager recruits in the relatively new field of canine cognition.",The New York Times,News,https://www.nytimes.com/2017/01/07/well/family/dogs-intelligence.html,1575
5870f3c195d0e039260797a9,,"By SUSANNE CRAIG, JO BECKER and JESSE DRUCKER",article,A Second Empire by Trump’s Side,"['Conflicts of Interest', 'Kushner, Jared', 'Wu Xiaohui', 'Anbang Insurance Group Co', 'Kushner Cos', 'Trump, Donald J', 'China', 'United States Politics and Government', 'Real Estate (Commercial)']",1,National,1,2017-01-07 13:57:14,Politics,"As Donald J. Trump’s son-in-law prepares for a White House role, his undisclosed talks with a secretive Chinese company highlight potential conflicts of interest.",The New York Times,News,https://www.nytimes.com/2017/01/07/us/politics/jared-kushner-trump-business.html,3637
5870f46995d0e039260797ab,,By DEB AMLEN,article,A Little Variety,['Crossword Puzzles'],0,Games,0,2017-01-07 14:00:02,Unknown,"A place to discuss the A Little Variety suite of puzzles, including this week’s Spelling Bee.",The New York Times,News,https://www.nytimes.com/2017/01/07/crosswords/a-little-variety-spelling-bee-answers.html,62
5871105995d0e039260797c3,,By NEIL IRWIN,article,Major Changes Loom for Corporate Taxes,"['Corporate Taxes', 'Taxation', 'International Trade and World Market', 'United States Economy']",1,SundayBusiness,5,2017-01-07 15:59:14,Unknown,"A plan from Republicans would focus on domestic cash flow instead of corporate income, and could have a huge effect on the path of the economy.",The New York Times,News,https://www.nytimes.com/2017/01/07/upshot/the-major-potential-impact-of-a-corporate-tax-overhaul.html,1215
5871140c95d0e039260797c9,2017 really isn’t 2010.,By PAUL KRUGMAN,blogpost,Unknown,[],1,OpEd,0,2017-01-07 16:15:01,Unknown,2017 really isn’t 2010.,The New York Times,Blog,https://krugman.blogs.nytimes.com/2017/01/07/the-shock-of-the-normal/,575
58711e9995d0e039260797d9,,By DEB AMLEN,article,Variety: Acrostic,"['Acrostic Puzzles', 'Crossword Puzzles']",0,Games,0,2017-01-07 17:00:03,Unknown,Emily Cox and Henry Rathvon seem to be hoping for an early spring.,The New York Times,News,https://www.nytimes.com/2017/01/07/crosswords/variety-acrostic-mushroom-edible.html,301
58711ff595d0e039260797dc,,By ANDREW HIGGINS,article,Russians Mock Meddling Charge as Unsupported,"['Cyberwarfare and Defense', 'Russia', 'Presidential Election of 2016', 'Espionage and Intelligence Services', 'Trump, Donald J', 'Putin, Vladimir V', 'RT (TV Network)', 'United States International Relations']",1,Foreign,14,2017-01-07 17:05:51,Europe,Russian politicians and commentators dismiss a report outlining what America’s top intelligence agencies view as an elaborate “influence campaign” aimed at skewing the presidential race.,The New York Times,News,https://www.nytimes.com/2017/01/07/world/europe/russians-ridicule-us-charge-that-kremlin-meddled-to-help-trump.html,1471
58d16ed195d0e02489b925b6,,By PAGAN KENNEDY,article,How to Starve Online Hate,"['Online Advertising', 'News and News Media', 'Rumors and Misinformation', 'Breitbart News Network LLC', 'BuzzFeed Inc', 'Trump, Donald J']",1,OpEd,12,2017-01-07 19:30:04,Sunday Review,Many companies don’t know that their ads are appearing next to abhorrent content. Tell them.,The New York Times,Op-Ed,https://www.nytimes.com/2017/01/07/opinion/sunday/how-to-destroy-the-business-model-of-breitbart-and-fake-news.html,1808
587141c995d0e0392607980a,,By THE EDITORIAL BOARD,article,Crime and Gratitude in New York,"['Crime and Criminals', 'New York City', 'de Blasio, Bill', 'Bratton, William J', ""O'Neill, James P"", 'Police Department (NYC)', 'Murders, Attempted Murders and Homicides']",1,Editorial,10,2017-01-07 19:30:13,Sunday Review,"Those responsible for the much safer city deserve kudos, though there still are hot spots that deserve more attention.",The New York Times,Editorial,https://www.nytimes.com/2017/01/07/opinion/sunday/crime-and-gratitude-in-new-york.html,640
587141c995d0e03926079809,,By MAUREEN DOWD,article,White House Red Scare,"['United States Politics and Government', 'Trump, Donald J', 'Russia', 'Republican Party', 'Espionage and Intelligence Services', 'Cyberwarfare and Defense', 'United States International Relations']",1,OpEd,11,2017-01-07 19:30:15,Sunday Review,All this talk about Reds makes Trump see red and gives Washington the blues.,The New York Times,Op-Ed,https://www.nytimes.com/2017/01/07/opinion/sunday/white-house-red-scare.html,901
5871451695d0e03926079810,,By KARL MARLANTES,article,The War That Killed Trust,"['Vietnam War', 'Draft and Recruitment (Military)', 'United States Defense and Military Forces', 'Yale University']",1,OpEd,6,2017-01-07 19:44:15,Sunday Review,"The legacy of the war still shapes America, even if most of us are too young to remember it.",The New York Times,Op-Ed,https://www.nytimes.com/2017/01/07/opinion/sunday/vietnam-the-war-that-killed-trust.html,1884
5871471e95d0e03926079812,,By KATE MURPHY,article,"Yes, It’s Your Parents’ Fault","['Children and Childhood', 'Dating and Relationships', 'Psychology and Psychologists']",1,OpEd,4,2017-01-07 19:52:55,Sunday Review,“Attachment theory“ finds new resonance in the age of smartphones.,The New York Times,News Analysis,https://www.nytimes.com/2017/01/07/opinion/sunday/yes-its-your-parents-fault.html,1205
587147a195d0e03926079815,,By BRIAN PALMER,article,For the Forgotten African-American Dead,"['Tombs and Tombstones', 'United Daughters of the Confederacy', 'McAuliffe, Terry', 'Richmond (Va)']",1,OpEd,2,2017-01-07 19:55:10,Sunday Review,Neglected black cemeteries deserve the same level of care that their Confederate counterparts get.,The New York Times,Op-Ed,https://www.nytimes.com/2017/01/07/opinion/sunday/for-the-forgotten-african-american-dead.html,1572
587148a395d0e0392607981a,,By LIZ SPAYD,article,The Future of The Times: A View From the Top,"['New York Times', 'Baquet, Dean', 'Trump, Donald J']",1,Editorial,9,2017-01-07 19:59:22,Unknown,Change is coming to The New York Times. What will it mean for readers? The public editor sat down with the executive editor to find out.,The New York Times,Op-Ed,https://www.nytimes.com/2017/01/07/public-editor/the-future-of-the-times-a-view-from-the-top.html,2267
587172fa95d0e03926079844,,By DEB AMLEN,article,The Downsizing of Nathaniel Ames,['Crossword Puzzles'],1,Games,0,2017-01-07 23:00:03,Unknown,Peter Broda and Erik Agard boil things down for us.,The New York Times,News,https://www.nytimes.com/2017/01/07/crosswords/the-downsizing-of-nathaniel-ames-fish-contemporary-music-genre.html,899
58720de495d0e039260798b9,,By SHARON LaFRANIERE and MATT APUZZO,article,A Bond Over Bucking the Establishment,"['Sessions, Jefferson B III', 'Attorneys General', 'Justice Department', 'Trump, Donald J']",1,National,1,2017-01-08 10:01:04,Politics,"An alliance with Donald J. Trump has paid off for Mr. Sessions in a fashion that few who know him ever imagined: Within days, he could be confirmed as attorney general.",The New York Times,News,https://www.nytimes.com/2017/01/08/us/politics/jeff-sessions-attorney-general.html,4979
587237f295d0e039260798e7,,By BROOKS BARNES and CARA BUCKLEY,article,‘La La Land’ Dominates With Record Wins,"['Movies', 'Television', 'Golden Globes (Awards)', 'Celebrities', 'Hollywood Foreign Press Assn', 'Affleck, Casey', 'Davis, Viola', 'Fallon, Jimmy', 'Gibson, Mel', 'Jenkins, Barry', 'Lonergan, Kenneth', 'Stone, Emma', 'Streep, Meryl', 'Black-ish (TV Program)', 'Fences (Movie)', 'Hacksaw Ridge (Movie)', 'La La Land (Movie)', 'Manchester by the Sea (Movie)', 'Moonlight (Movie)']",1,Culture,1,2017-01-08 13:00:30,Unknown,"The musical “La La Land” won a record seven awards, “Moonlight” won for best picture, drama, and Meryl Streep forcefully criticized Donald J. Trump.",The New York Times,News,https://www.nytimes.com/2017/01/08/movies/golden-globes.html,1806
58725b2e95d0e03926079909,,By KIRK SEMPLE and ELISABETH MALKIN,article,Fury in Mexico’s Streets After Gas Prices Surge,"['Mexico', 'Pena Nieto, Enrique', 'Politics and Government', 'Economic Conditions and Trends', 'International Trade and World Market', 'Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)', 'United States', 'Trump, Donald J']",1,Foreign,4,2017-01-08 15:30:51,Americas,Mexico already faces rising crime and a sluggish economy. Now it is bracing for Donald J. Trump’s threatened crackdown on immigration and trade.,The New York Times,News,https://www.nytimes.com/2017/01/08/world/americas/unrest-mexico-pena-nieto-gas-prices-trump.html,1399
5872960395d0e0392607995c,,By BEN BRANTLEY,article,Unknown,"['Theater', 'Under the Radar Festival', 'The Bitter Game (Play)', 'Wallace, Keith A', 'Stein, Deborah']",1,Culture,0,2017-01-08 19:41:53,Unknown,"The play, by Keith A. Wallace, follows an African-American boy, Jamel, who from childhood on learns to keep his head up.",The New York Times,Review,https://www.nytimes.com/2017/01/08/theater/the-bitter-game-public-theater-under-the-radar.html,346
5872c48c95d0e03926079999,,By DEB AMLEN,article,Failure to Comb,['Crossword Puzzles'],1,Games,0,2017-01-08 23:00:23,Unknown,Neville Fogarty reminds us of a basic rule of hygiene.,The New York Times,News,https://www.nytimes.com/2017/01/08/crosswords/failure-to-comb-avoir-volvo-corn.html,487
5872da1995d0e039260799b5,,By JULIET MACUR,article,‘All-Star.’ ‘Defendant.’  Both Soon on a Plaque?,"['Clemens, Roger', 'Bonds, Barry', 'Halls of Fame', 'Steroids', 'Doping (Sports)', 'Baseball']",1,Sports,1,2017-01-09 00:32:21,Baseball,It’s going to take some finesse to gussy up the fact that Barry Bonds and Roger Clemens would arrive at the Hall laden with suspicions of drug use.,The New York Times,News,https://www.nytimes.com/2017/01/08/sports/baseball/barry-bonds-roger-clemens-hall-of-fame-plaque.html,1345
5872df7c95d0e039260799c2,,By JOHN J. DONOHUE III and MAX SCHOENING,article,The Grim Reaper of Alabama,"['Sessions, Jefferson B III', 'Capital Punishment', 'Alabama', 'Attorneys General', 'Blacks', 'Intellectual Disabilities', 'Prosecutorial Misconduct']",1,OpEd,17,2017-01-09 00:55:11,Unknown,"As the state’s attorney general, his main concerns were that Alabamians weren’t being executed fast enough, or for enough types of crimes.",The New York Times,Op-Ed,https://www.nytimes.com/2017/01/08/opinion/jeff-sessions-the-grim-reaper-of-alabama.html,856
5872e09795d0e039260799c4,,By PETER E. ROSENBLATT,article,A Secret Squadron Agent at the Pushcart,"['Gifts', 'Upper West Side (Manhattan, NY)']",0,Metro,18,2017-01-09 01:00:02,Unknown,Recalling a special moment with a neighborhood fixture.,The New York Times,Brief,https://www.nytimes.com/2017/01/08/nyregion/metropolitan-diary-a-secret-squadron-agent-at-the-pushcart.html,313
5872e12d95d0e039260799c5,,By THE EDITORIAL BOARD,article,"What Are You Hiding, Jeff Sessions?","['Sessions, Jefferson B III', 'Senate Committee on the Judiciary', 'Trump, Donald J', 'Republican Party', 'Democratic Party', 'Justice Department', 'United States Politics and Government']",1,Editorial,16,2017-01-09 01:02:30,Unknown,"As attorney-general confirmation hearings begin for a man the Senate considered too racist to be a federal judge, Democrats must put up a real fight.",The New York Times,Editorial,https://www.nytimes.com/2017/01/08/opinion/what-are-you-hiding-jeff-sessions.html,708
