articleID,abstract,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL,articleWordCount
5892f5be95d0e0392607e2ac,,By THOMAS B. EDSALL,article,The Peculiar Populism of Donald Trump,"['Presidential Election of 2016', 'Income Inequality', 'Center for American Progress', 'Trump, Donald J']",1,OpEd,0,2017-02-02 09:02:47,Unknown,"All wars have unintended consequences, including culture wars.",The New York Times,Op-Ed,https://www.nytimes.com/2017/02/02/opinion/the-peculiar-populism-of-donald-trump.html,1959
5892fc1f95d0e0392607e2b9,,By CAROLINE CROSSON GILPIN,article,"Questions for: ‘On Alaska’s Coldest Days, a Village Draws Close for Warmth’",[],1,Learning,0,2017-02-02 09:30:02,Unknown,What does it take to live in an extremely cold and remote place?,The New York Times,News,https://www.nytimes.com/2017/02/02/learning/questions-for-on-alaskas-coldest-days-a-village-draws-close-for-warmth.html,265
5893032995d0e0392607e2c8,,By BROOK LARMER,article,The New Kids,"['Foreign Students (in US)', 'China', 'Education (K-12)', 'Michigan', 'Weiming Education Group']",1,Magazine,40,2017-02-02 10:00:04,Unknown,"To help their children get into American universities, Chinese parents have started sending them to U.S. high schools — and paying top dollar to do it.",The New York Times,News,https://www.nytimes.com/2017/02/02/magazine/the-parachute-generation.html,4581
5893032b95d0e0392607e2cd,,By FRANCIS LAM,article,What My Chinese Mother Made,"['Cooking and Cookbooks', 'Eggs', 'Recipes', 'Chinese-Americans']",1,Magazine,22,2017-02-02 10:00:04,Unknown,"This dish of savory, sweet-tart tomato sauce folded around soft-scrambled eggs is a taste of home.",The New York Times,News,https://www.nytimes.com/2017/02/02/magazine/the-stir-fried-tomatoes-and-eggs-my-chinese-mother-made.html,769
5893032a95d0e0392607e2cb,,By CAROLINE CROSSON GILPIN,article,Do You Think Teenagers Can Make a Difference in the World?,[],1,Learning,0,2017-02-02 10:00:04,Unknown,What are some of the many ways teenagers — even just one teenager — can improve the world?,The New York Times,News,https://www.nytimes.com/2017/02/02/learning/do-you-think-teenagers-can-make-a-difference-in-the-world.html,697
5893606395d0e0392607e3e4,Donald Trump’s ban hurts universities and students across the U.S.,By ZIAD RESLAN,blogpost,Unknown,"['News', 'Immigration and Emigration', 'Muslims and Islam', 'Politics and Government', 'United States International Relations', 'Harvard University', 'Middle East']",0,Unknown,0,2017-02-02 16:34:32,Unknown,Donald Trump’s ban hurts universities and students across the U.S.,The New York Times,Blog,https://kristof.blogs.nytimes.com/2017/02/02/harvard-student-i-worry-if-i-leave-i-wont-be-let-back-in/,752
58934e4995d0e0392607e397,,By MARK LANDLER and LAURIE GOODSTEIN,article,President Pledges to Let Politics Return to Pulpits,"['United States Politics and Government', 'Trump, Donald J', 'Religion-State Relations', 'Law and Legislation']",1,National,1,2017-02-02 15:20:32,Politics,"President Trump said he planned to repeal the Johnson Amendment, which prohibits churches from engaging in political activity at the risk of losing their tax-exempt status.",The New York Times,News,https://www.nytimes.com/2017/02/02/us/politics/trump-johnson-amendment-political-activity-churches.html,1301
5893536c95d0e0392607e3ac,,By CONSTANCE MALCOLM,article,The Police Killed My Unarmed Son in 2012. I’m Still Waiting for Justice.,"['Police Brutality, Misconduct and Shootings', 'de Blasio, Bill', 'Graham, Ramarley', 'Haste, Richard', 'Police Department (NYC)']",1,OpEd,0,2017-02-02 15:42:19,Unknown,"To this day, none of the officers responsible have been fired.",The New York Times,Op-Ed,https://www.nytimes.com/2017/02/02/opinion/the-police-killed-my-unarmed-son-in-2012-im-still-waiting-for-justice.html,1056
589367a295d0e0392607e3fd,,By STEPHANIE STROM,article,Video of Sheep Slaughtering Ignites a Dispute,"['Animal Abuse, Rights and Welfare', 'Lamb', 'Compassion Over Killing', 'Superior Farms Pet Provisions LLC', 'Factory Farming', 'Video Recordings, Downloads and Streaming', 'California']",1,Dining,6,2017-02-02 17:08:44,Unknown,"In a segment of the meat business widely considered more humane to its animals, there are accusations of mistreatment at a California plant.",The New York Times,News,https://www.nytimes.com/2017/02/02/dining/sheep-abuse-video.html,1421
58936eda95d0e0392607e41a,,By A. O. SCOTT,article,This Will Change Your Mind,"['Movies', 'I Am Not Your Negro (Movie)', 'Baldwin, James (1924-87)', 'Peck, Raoul', 'Documentary Films and Programs']",1,Weekend,1,2017-02-02 17:39:25,Unknown,Raoul Peck’s documentary is an important introduction to James Baldwin’s work and an advanced seminar in racial politics.,The New York Times,Review,https://www.nytimes.com/2017/02/02/movies/review-i-am-not-your-negro-review-james-baldwin.html,1142
589370d895d0e0392607e425,,By DAVID W. DUNLAP,article,"Busy Start for a President, and That Was in 1933","['Banking and Financial Institutions', 'United States Politics and Government', 'New York Times', 'Roosevelt, Franklin Delano', 'Hitler, Adolf']",1,National,11,2017-02-02 17:48:00,Unknown,President Trump’s first 10 days in the White House don’t seem as big a whirlwind after reading coverage of President Franklin D. Roosevelt’s first 10.,The New York Times,News,https://www.nytimes.com/2017/02/02/insider/1933-the-president-assumes-dictatorial-powers-quickly.html,537
5893766895d0e0392607e43c,,"By MARK LANDLER, PETER BAKER and DAVID E. SANGER",article,Trump Reverts to Pillars of Obama Policies Abroad,"['United States Politics and Government', 'United States International Relations', 'Trump, Donald J', 'Obama, Barack', 'Israel', 'Israeli Settlements', 'Russia', 'Crimea (Ukraine)', 'Iran', 'Embargoes and Sanctions']",1,Foreign,1,2017-02-02 18:11:47,Middle East,"In a turnabout, the president appeared to embrace decades-long United States policy on what is necessary for a two-state solution.",The New York Times,News,https://www.nytimes.com/2017/02/02/world/middleeast/iran-missile-test-trump.html,1468
5893783c95d0e0392607e445,,By NEIL IRWIN,article,Should Dollar Rise or Fall? The Trump Team’s Message Is Garbled,"['United States Economy', 'Euro (Currency)', 'US Dollar (Currency)', 'International Trade and World Market', 'Mnuchin, Steven T', 'Trump, Donald J']",1,National,3,2017-02-02 18:19:34,Unknown,Tension is building between the administration’s stated goals of weakening the currency and the policies it says it advocates.,The New York Times,News,https://www.nytimes.com/2017/02/02/upshot/should-dollar-rise-or-fall-the-trump-teams-message-is-garbled.html,832
589386ec95d0e0392607e47d,,By ERIC ASIMOV,article,Hardware for the Modern Winemaker,"['Conventions, Fairs and Trade Shows', 'Wines', 'Agriculture and Farming', 'Sacramento (Calif)', 'Airstrike Bird Control LLC']",1,Dining,6,2017-02-02 19:22:14,Unknown,"Wine may be made in the vineyard, but a huge California trade show suggests it needs a lot of assistance.",The New York Times,News,https://www.nytimes.com/2017/02/02/dining/winemaking-symposium-sacramento.html,1508
58938a4795d0e0392607e48b,,By LIGAYA MISHAN,article,"Cajun, Far From Home, at the Gumbo Bros","['Restaurants', 'Boerum Hill (Brooklyn, NY)', 'Gumbo Bros (Brooklyn, NY, Restaurant)']",1,Dining,7,2017-02-02 19:36:34,Unknown,"In Boerum Hill, Brooklyn, two former roommates at Louisiana State University are trying to redress the city’s lack of gumbo.",The New York Times,Review,https://www.nytimes.com/2017/02/02/dining/the-gumbo-bros-review-brooklyn.html,749
589395ca95d0e0392607e4af,,By ANGELINA JOLIE,article,"A Refugee Policy Based on Facts, Not Fear","['Refugees and Displaced Persons', 'Immigration and Emigration', 'Muslims and Islam', 'United Nations', 'Freedom of Religion', 'United States Politics and Government', 'United States International Relations']",1,OpEd,27,2017-02-02 20:25:40,Unknown,"When we divide people beyond our borders, we divide ourselves.",The New York Times,Op-Ed,https://www.nytimes.com/2017/02/02/opinion/angelina-jolie-refugee-policy-should-be-based-on-facts-not-fear.html,977
58939c6e95d0e0392607e4c6,,By NICHOLAS BAKALAR,article,Brain: Headers and Concussions,"['Soccer', 'Concussions', 'Brain']",1,Science,4,2017-02-02 20:54:01,Move,"A study of amateur players found that frequent ball headers were far more likely to report pain, dizziness and feeling dazed.",The New York Times,News,https://www.nytimes.com/2017/02/02/well/move/soccer-ball-heading-may-cause-concussion-symptoms.html,347
5893b1cc95d0e0392607e515,,By LIZ SPAYD,article,"Arguing for a Judge Today, and Before Him Tomorrow","['Appointments and Executive Changes', 'United States Politics and Government', 'Conflicts of Interest', 'Solicitors General', 'Supreme Court (US)', 'New York Times', 'Gorsuch, Neil M', 'Katyal, Neal K']",1,Editorial,0,2017-02-02 22:25:11,Unknown,A top Obama administration lawyer made an Op-Ed case for Trump’s Supreme Court pick. Editors should have told readers he had clients before the court.,The New York Times,Editorial,https://www.nytimes.com/2017/02/02/public-editor/gorsuch-katyal-supreme-court-liz-spayd-public-editor.html,995
5893bbae95d0e0392607e538,,By BEN KENIGSBERG,article,The Space Between Us,"['Movies', 'The Space Between Us (Movie)', 'Butterfield, Asa', 'Oldman, Gary', 'Robertson, Britt (1990- )']",1,Weekend,7,2017-02-02 23:07:19,Unknown,"Peter Chelsom’s movie concerns a young human (Asa Butterfield), raised in isolation on Mars, who visits Earth and a video-chat pal (Britt Robertson).",The New York Times,Review,https://www.nytimes.com/2017/02/02/movies/review-the-space-between-us-the-story-of-a-boy-who-fell-to-earth.html,255
5893c1cc95d0e0392607e553,,By ROGER COHEN,article,U.S. to Australia: Get lost,"['Australia', 'Trump, Donald J', 'United States International Relations', 'Refugees and Displaced Persons', 'Tillerson, Rex W']",1,OpEd,21,2017-02-02 23:33:22,Unknown,It is grotesque for Trump to dismiss Australia’s stranded refugees as the next “Boston bombers.”,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/02/opinion/united-states-to-australia-get-lost.html,1002
5893c2e895d0e0392607e558,,By NICHOLAS BAKALAR,article,Heart: Preterm Birth and Heart Risk,"['Pregnancy and Childbirth', 'Women and Girls', 'Heart', 'Diet and Nutrition']",1,Science,4,2017-02-02 23:38:12,Live,"Delivering a baby before 37 weeks of pregnancy is associated with later-life heart problems, even when a woman has no other risk factors.",The New York Times,News,https://www.nytimes.com/2017/02/02/well/live/preterm-birth-may-be-early-warning-of-heart-disease-in-women.html,228
5893d30b95d0e0392607e58a,,By CATHERINE SAINT LOUIS,article,"Pregnant and Smoking Pot, With Risks Unclear","['Marijuana', 'Pregnancy and Childbirth', 'Drug Abuse and Traffic']",1,Science,1,2017-02-03 00:47:01,Unknown,"More expectant mothers are using marijuana, believing it safe. But research suggests it may hurt brain development and reduce birth weight.",The New York Times,News,https://www.nytimes.com/2017/02/02/health/marijuana-and-pregnancy.html,1440
5893d61995d0e0392607e592,,By YITTA HALBERSTAM,article,Sideswiped by Kindness,"['Traffic Accidents and Safety', 'Buses', 'New York City']",0,Metro,18,2017-02-03 01:00:02,Unknown,A driver collides with a bus and is taken aback by the reaction the accident elicits.,The New York Times,News,https://www.nytimes.com/2017/02/02/nyregion/metropolitan-diary-sideswiped-by-kindness.html,251
5893df9195d0e0392607e5a8,,By THE EDITORIAL BOARD,article,Needed: 1 More No Vote on Ms. DeVos,"['DeVos, Elizabeth (1958- )', 'Education Department (US)', 'Republican Party', 'United States Politics and Government', 'Education (K-12)', 'Charter Schools', 'Trump, Donald J', 'Senate', 'Appointments and Executive Changes']",1,Editorial,26,2017-02-03 01:40:24,Unknown,Public pressure may help sway Republican senators determined to push through unfit cabinet nominees.,The New York Times,Editorial,https://www.nytimes.com/2017/02/02/opinion/wanted-one-republican-with-integrity-to-defeat-betsy-devos.html,638
5893e3da95d0e0392607e5af,,By FARAH STOCKMAN,article,"Anarchists Vow to Halt Far Right’s Rise, With Violence if Needed","['Demonstrations, Protests and Riots', 'Colleges and Universities', 'University of California, Berkeley', 'Trump, Donald J', 'Yiannopoulos, Milo', 'Spencer, Richard B (1978- )', 'Fringe Groups and Movements', 'Inaugurations', 'United States Politics and Government']",1,National,1,2017-02-03 01:58:41,Unknown,"With far-right groups edging into the mainstream, self-described “anti-fascists” and anarchists are vowing to confront them, even if it means resorting to violence.",The New York Times,News,https://www.nytimes.com/2017/02/02/us/anarchists-respond-to-trumps-inauguration-by-any-means-necessary.html,1405
5893f24195d0e0392607e5cc,,By CAITLIN LOVINGER,article,Something Cold From Mars,['Crossword Puzzles'],1,Games,0,2017-02-03 03:00:11,Unknown,"Paolo Pasco likes alliteration, a little.",The New York Times,News,https://www.nytimes.com/2017/02/02/crosswords/something-cold-from-mars-professor-von-gimmick-juan-peron.html,593
5894393d95d0e0392607e64a,,By KATHERINE SCHULTEN,article,Tattoos,[],1,Learning,0,2017-02-03 08:03:02,Unknown,How do you feel about tattooing in general? What is your reaction to the tattoos in this photo?,The New York Times,News,https://www.nytimes.com/2017/02/03/learning/tattoos.html,123
5894393c95d0e0392607e649,,By CAROLINE CROSSON GILPIN,article,Questions for: ‘The Parachute Generation’,[],1,Learning,0,2017-02-03 08:03:03,Unknown,What are the positive and negative outcomes of Chinese students attending American high schools?,The New York Times,News,https://www.nytimes.com/2017/02/03/learning/questions-for-the-parachute-generation.html,339
58943d7495d0e0392607e65f,,By ALEC MacGILLIS,article,Can Democrats Be Like Mitch?,"['United States Politics and Government', 'Senate', 'McConnell, Mitch', 'Democratic Party', 'Republican Party', 'Trump, Donald J', 'Gorsuch, Neil M', 'Supreme Court (US)']",1,OpEd,2,2017-02-03 08:21:04,Unknown,"If the Democrats choose a path of obstruction, they will have learned from the best.",The New York Times,Op-Ed,https://www.nytimes.com/2017/02/03/opinion/can-the-democrats-be-as-stubborn-as-mitch-mcconnell.html,1285
58943d8895d0e0392607e661,,By TIMOTHY EGAN,article,A Tyrant’s Ghost Guides Trump,"['United States Politics and Government', 'Jackson, Andrew', 'Trump, Donald J']",1,OpEd,0,2017-02-03 08:21:22,Unknown,The fate of the republic may hinge on how much the president emulates Andrew Jackson.,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/03/opinion/a-tyrants-ghost-guides-trump.html,827
58943d8995d0e0392607e663,,By PAUL KRUGMAN,article,Donald the Menace,"['Trump, Donald J', 'United States Politics and Government', 'United States International Relations']",1,OpEd,27,2017-02-03 08:21:22,Unknown,This isn’t a strategy; it’s a syndrome.,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/03/opinion/donald-the-menace.html,822
58943d8995d0e0392607e662,,By DAVID BROOKS,article,A Return to National Greatness,"['Bannon, Stephen K', 'Trump, Donald J', 'United States Politics and Government', 'Social Conditions and Trends', 'Library of Congress']",1,OpEd,27,2017-02-03 08:21:22,Unknown,"The true American myth is dynamic and universal, yet the countermyth of Trump and Bannon is winning.",The New York Times,Op-Ed,https://www.nytimes.com/2017/02/03/opinion/a-return-to-national-greatness.html,829
5894478b95d0e0392607e679,,By CAROLINE CROSSON GILPIN,article,What’s the Best Way to Heal a Broken Heart?,"['Dating and Relationships', 'Teenagers and Adolescence']",1,Learning,0,2017-02-03 09:04:02,Unknown,Can an app help people heal after a traumatic breakup?,The New York Times,News,https://www.nytimes.com/2017/02/03/learning/whats-the-best-way-to-heal-a-broken-heart.html,325
589454a795d0e0392607e695,,By JOHN HODGMAN,article,Bonus Advice From Judge John Hodgman,"['Dating and Relationships', 'Sandwiches', 'Comedy and Humor']",1,Magazine,18,2017-02-03 10:00:03,Unknown,A piece of tofurkey between two slices of frozen bread does not a proper meal make.,The New York Times,News,https://www.nytimes.com/2017/02/03/magazine/judge-john-hodgman-rules-on-a-sad-desk-lunch.html,156
589454ac95d0e0392607e699,,Selected by MATTHEW ZAPRUDER,article,‘There Was a Great Want of Civility’,[],1,Magazine,17,2017-02-03 10:00:03,Unknown,Selected by Matthew Zapruder.,The New York Times,News,https://www.nytimes.com/2017/02/03/magazine/there-was-a-great-want-of-civility.html,127
589454b795d0e0392607e69c,,By PATRICIA LEIGH BROWN,article,California Dreamers,"['University of California, Merced', 'Colleges and Universities', 'Immigration and Emigration', 'Deferred Action for Childhood Arrivals', 'California State University', 'University of California']",1,EdLife,19,2017-02-03 10:00:19,Education Life,"In a dorm for first-generation, low-income students at the University of California, Merced, the undocumented bond over hopes and, of course, fears.",The New York Times,News,https://www.nytimes.com/2017/02/03/education/edlife/daca-undocumented-university-of-california-merced-fiat-lux-scholars.html,3172
589454c095d0e0392607e6a1,,By DANA GOLDSTEIN,article,Opposition to Education Pick Is Broad and Vocal,"['DeVos, Elizabeth (1958- )', 'Education Department (US)', 'United States Politics and Government', 'For-Profit Schools', 'Charter Schools', 'Vouchers', 'Appointments and Executive Changes', 'Trump, Donald J']",1,National,9,2017-02-03 10:00:23,Politics,"President Trump’s nominee for education secretary faces ridicule and opposition not only from liberal groups, but also from many in the charter school movement.",The New York Times,News,https://www.nytimes.com/2017/02/03/us/politics/betsy-devos-nominee-education-secretary.html,1335
589454c395d0e0392607e6a2,,By ADAM NOSSITER,article,French Nepotism Scandal Incriminates Political Elite,"['France', 'Politics and Government', 'Nepotism', 'Ethics (Personal)', 'Fillon, Francois', 'Legislatures and Parliaments']",1,Foreign,6,2017-02-03 10:00:23,Europe,The presidential candidate François Fillon is in deep trouble over payments to his wife and children. But there is a long history of such cozy arrangements.,The New York Times,News,https://www.nytimes.com/2017/02/03/world/europe/francois-fillon-scandal-france-politics.html,1281
58945bb195d0e0392607e6b9,,By MICHAEL GONCHAR,article,Teaching With: ‘Animated Life: Pangea’,[],1,Learning,0,2017-02-03 10:30:03,Unknown,"This animated documentary tells the story of polar explorer Alfred Wegener, the unlikely scientist behind continental drift theory.",The New York Times,News,https://www.nytimes.com/2017/02/03/learning/teaching-with-animated-life-pangea.html,634
58945c6695d0e0392607e6bb,,By MICHAEL BARBARO,article,Unknown,"['Super Bowl', 'Yemen', 'Trump, Donald J']",1,Podcasts,0,2017-02-03 10:33:00,The Daily,It’s official: Donald Trump overshadows everything. Even the Super Bowl.,The New York Times,News,https://www.nytimes.com/2017/02/03/podcasts/the-daily-trump-super-bowl.html,448
5894626195d0e0392607e6ca,,By ALEXANDRA S. LEVINE,article,Unknown,['New York City'],1,Metro,0,2017-02-03 10:58:37,Unknown,"Friday: Talking points for your Super Bowl party, weekend events, and the Beatles’ first trip to our town.",The New York Times,briefing,https://www.nytimes.com/2017/02/03/nyregion/new-york-today-new-yorkers-in-football-hall-of-fame-superbowl-sunday.html,1339
589462bc95d0e0392607e6ce,,By SARA ACKERMAN,article,Diversity on the Bookshelf,"['Blacks', 'Race and Ethnicity', 'Books and Literature', 'Families and Family Life', 'Children and Childhood', 'Parenting', 'Adoptions']",1,Science,4,2017-02-03 11:00:04,Family,"Only a few of our books featured minorities as main characters, and only one was a black girl like my daughter.",The New York Times,News,https://www.nytimes.com/2017/02/03/well/family/mirrors-for-my-daughters-bookshelf.html,1000
589470d295d0e0392607e6fb,,By GINIA BELLAFANTE,article,"In Gillibrand,  2020 Foresight?","['Presidential Election of 2020', 'United States Politics and Government', 'Gillibrand, Kirsten E', 'Schumer, Charles E', 'Trump, Donald J', 'New York State']",1,Metropolitan,1,2017-02-03 12:00:15,Unknown,"She got an A from the N.R.A. and defended the tobacco industry, but in opposing President Trump, Kirsten Gillibrand is becoming a heroine of the left.",The New York Times,News,https://www.nytimes.com/2017/02/03/nyregion/kirsten-gillibrand-anti-trump-left.html,1065
58949e3195d0e0392607e788,The answer may depend on what you mean by “good exercise.”,By GRETCHEN REYNOLDS,blogpost,Unknown,"['News', 'Exercise', 'Running']",0,Unknown,0,2017-02-03 12:00:57,Unknown,The answer may depend on what you mean by “good exercise.”,The New York Times,Blog,https://well.blogs.nytimes.com/2017/02/03/is-running-backward-good-exercise/,339
589496d995d0e0392607e768,,By JEN A. MILLER,article,Run. Eat a Doughnut. Run.,"['Doughnuts', 'Running']",1,Well,0,2017-02-03 14:42:27,Move,Runners focus on getting to the finish line while completing a food-related feat without tossing their cookies.,The New York Times,News,https://www.nytimes.com/2017/02/03/well/move/run-eat-a-doughnut-run.html,888
58949afb95d0e0392607e77a,,By MAGGIE HASSAN,article,Why I Won’t Vote for Betsy DeVos,"['Special Education', 'Education (K-12)', 'Vouchers', 'Private and Sectarian Schools', 'United States Politics and Government', 'For-Profit Schools', 'Senate', 'Senate Committee on Health, Education, Labor and Pensions', 'DeVos, Elizabeth (1958- )', 'Hassan, Margaret', 'United States']",1,OpEd,21,2017-02-03 15:00:04,Unknown,Trump’s pick to run the Education Department would trash the public school system in which my son flourished.,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/03/opinion/why-i-wont-vote-for-betsy-devos.html,780
58949b8495d0e0392607e77f,,By LIZ SPAYD with EVAN GERSHKOVICH,article,Friday Mailbag: News Cycles That Won’t Stop Spinning,"['Executive Orders and Memorandums', 'Appointments and Executive Changes', 'Abortion', 'Refugees and Displaced Persons', 'Demonstrations, Protests and Riots', 'March for Life', 'New York Times', 'Sweethome, The', 'Wirecutter, The', 'Twitter', 'Supreme Court (US)', 'Trump, Donald J', 'Washington (DC)']",1,Editorial,0,2017-02-03 15:02:21,Unknown,"What’s the public editor got hatched for her weekend column? And for readers who can’t keep up with all the news, The Times prescribes cute animal videos.",The New York Times,Editorial,https://www.nytimes.com/2017/02/03/public-editor/friday-mailbag-news-cycles-that-wont-stop-spinning.html,1965
5894a84a95d0e0392607e7b8,,By NEIL IRWIN,article,Trump Said the Jobless Rate Wasn’t Real. Here Are Some Other Options.,"['Labor and Jobs', 'Unemployment', 'United States Economy', 'Statistics', 'Bureau of Labor Statistics', 'Trump, Donald J']",1,Upshot,4,2017-02-03 15:56:48,Unknown,There are many ways to measure the health of the labor market in addition to the best-known one.,The New York Times,News,https://www.nytimes.com/2017/02/03/upshot/trump-said-unemployment-rate-wasnt-real-here-are-some-other-options.html,1047
5894b2ce95d0e0392607e7df,,By EMILY HANFORD,article,Are You College Ready?,"['Colleges and Universities', 'Tests and Examinations', 'Mathematics', 'College Board']",1,EdLife,7,2017-02-03 16:41:38,Education Life,Algebra is a stumbling block for many freshmen. But do so many need to be in a remedial class?,The New York Times,News,https://www.nytimes.com/2017/02/03/education/edlife/accuplacer-placement-test-math-algebra.html,522
5895098c95d0e0392607e8f2,Maybe you’re crazy. Probably.,By UNKNOWN,blogpost,Unknown,['News'],0,Unknown,0,2017-02-03 22:49:45,Unknown,Maybe you’re crazy. Probably.,The New York Times,Blog,https://krugman.blogs.nytimes.com/2017/02/03/friday-night-music-sarah-jarosz-crazy/,11
5894cc7c95d0e0392607e839,,By DAVID TANIS,article,"For Gnocchi Success, Start With Ricotta","['Cooking and Cookbooks', 'Cheese', 'Italy']",1,Dining,2,2017-02-03 18:31:16,Unknown,"Beginner’s attempts at potato gnocchi usually produce tough, chewy specimens, but most home cooks can find success making a ricotta version.",The New York Times,News,https://www.nytimes.com/2017/02/03/dining/ricotta-gnocchi-dumpling-recipe.html,604
5894cebf95d0e0392607e841,,By BEN PROTESS and JULIE HIRSCHFELD DAVIS,article,Trump Vows Cuts in Wall St. Rules From Obama Era,"['Trump, Donald J', 'United States Politics and Government', 'Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)', 'Executive Orders and Memorandums', 'Banking and Financial Institutions', 'Regulation and Deregulation of Industry', 'Consumer Protection', 'Financial Planners']",1,Business,1,2017-02-03 18:40:53,DealBook,The actions constituted a broad effort to loosen rules enacted after the financial crisis that restrict the way Wall Street can operate.,The New York Times,News,https://www.nytimes.com/2017/02/03/business/dealbook/trump-congress-financial-regulations.html,1475
