abstract,articleID,articleWordCount,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL
,5ada9064068401528a2a9e80,873,By GAIL COLLINS,article,"Caution, Babies Voting","['Duckworth, L Tammy', 'Senate', 'Klobuchar, Amy', 'Gillibrand, Kirsten E', 'Child Care', 'United States Politics and Government']",67,OpEd,21,2018-04-21 01:14:07,Unknown,"Now, all the infants in the Senate aren’t elected.",The New York Times,Op-Ed,https://www.nytimes.com/2018/04/20/opinion/duckworth-tammy-baby-senate.html
,5ada8fda068401528a2a9e7f,934,By THE EDITORIAL BOARD,article,Childbirth’s Dangers for Black Women,"['Blacks', 'Pregnancy and Childbirth', 'Discrimination', 'Hospitals', 'Emergency Medical Treatment', 'Midwives and Doulas', 'Deaths (Fatalities)']",66,Editorial,20,2018-04-21 01:11:49,Unknown,Black New Yorkers are 12 times more likely to die from childbirth-related causes than white women. Health officials can do more to save lives.,The New York Times,Editorial,https://www.nytimes.com/2018/04/20/opinion/childbirth-black-women-mortality.html
,5ada8875068401528a2a9e7c,897,By NATHAN ENGLANDER,article,A Man Set Himself on Fire. We Barely Noticed.,"['Global Warming', 'Buckel, David S (1957-2018)', 'Immolation', 'Zomba (Malawi)', 'Parks and Other Recreation Areas']",66,OpEd,0,2018-04-21 00:40:19,Unknown,"If we can give our newspapers over to gun-toting maniacs for days on end, we can spare some attention for this.",The New York Times,Op-Ed,https://www.nytimes.com/2018/04/20/opinion/david-buckel-fire-prospect-park.html
,5ada7dfc068401528a2a9e6c,1131,By LINDSAY CROUSE,article,Why Men Quit and Women Don’t,"['Women and Girls', 'Boston Marathon', 'Marathon Running', 'Grant, Adam M', 'Linden, Desiree (1983- )', 'Sellers, Sarah (1991- )']",66,OpEd,4,2018-04-20 23:55:37,Sunday Review,"Despite awful weather at the Boston Marathon, women seemed to hold up better than men.",The New York Times,Op-Ed,https://www.nytimes.com/2018/04/20/opinion/boston-marathon-women-nurse.html
,5ada7cea068401528a2a9e6b,811,By BRET STEPHENS,article,Jewish Power At 70 Years,"['Israel', 'Defense and Military Forces', 'Jews and Judaism', 'Politics and Government', 'Holocaust and the Nazi Era', 'Palestinians', 'Gaza Strip', 'Border Barriers', 'Anti-Semitism', 'Berlin (Germany)', 'Europe']",68,OpEd,21,2018-04-20 23:51:04,Unknown,"Israel is a safeguard for Jews, not a vanity.",The New York Times,Op-Ed,https://www.nytimes.com/2018/04/20/opinion/israel-70-anniversary-jews.html
,5ada4fb1068401528a2a9e05,501,By PHILIP B. CORBETT,article,Here to Help; A Word on Phrasing: ‘Just Deserts’,"['Spelling', 'Wells Fargo & Company']",68,NewsDesk,3,2018-04-20 20:38:07,Unknown,"Scores of readers, not to mention a few colleagues, contacted our standards desk urgently to point out what they believed was an embarrassing typo.",The New York Times,News,https://www.nytimes.com/2018/04/20/reader-center/just-deserts-desserts-confusion.html
,5ada363c068401528a2a9dc8,1025,By MICHAEL PAULSON,article,It’s Curtains for ‘Gypsy’,"['Theater', 'Discrimination', 'Awards, Decorations and Honors', 'Actors Equity Assn', 'Broadway Cares/Equity Fights AIDS', 'Romani People']",68,Culture,1,2018-04-20 18:49:30,Unknown,"While performers who go from show to show embrace the identity, Actors’ Equity has decided that a ceremony celebrating them needs to be renamed.",The New York Times,News,https://www.nytimes.com/2018/04/20/theater/actors-equity-association-gypsy-robe.html
Nicholas Kristof live tweets Trump’s major speech.,58b63a757c459f2525d1f14f,714,By NICHOLAS KRISTOF,blogpost,Unknown,"['News', 'Trump, Donald J', 'Speeches and Statements', 'House of Representatives', 'Senate']",0,Unknown,0,2017-03-01 02:59:19,Unknown,Nicholas Kristof live tweets Trump’s major speech.,The New York Times,Blog,https://kristof.blogs.nytimes.com/2017/02/28/my-take-on-trumps-address-to-congress/
,58b61d1d7c459f2525d1f109,174,By ALEXANDER BARKOFF,article,The Endless Search for a Lost Glove,"['Second Avenue (Manhattan, NY)']",0,Metro,21,2017-03-01 01:00:05,Unknown,"If you can’t find your own, perhaps you can help someone else on a similar mission.",The New York Times,News,https://www.nytimes.com/2017/02/28/nyregion/metropolitan-diary-the-endless-search-for-a-lost-glove.html
,58b6393b7c459f2525d1f149,629,By DEB AMLEN,article,Cousin of a Cravat,['Crossword Puzzles'],3,Games,0,2017-03-01 03:00:05,Unknown,David Phillips performs surgery.,The New York Times,News,https://www.nytimes.com/2017/02/28/crosswords/cousin-of-a-cravat-gucci-pythagorean-sotomayor.html
,58b6393b7c459f2525d1f148,837,By BEN BRANTLEY,article,Land Mines in the Battlefields of Home and Office,"['Theater', 'Manhattan Theater Club', 'Skinner, Penelope', 'Meadow, Lynne', 'Linda (Play)']",3,Culture,2,2017-03-01 03:00:08,Unknown,"Contemporary womanhood has its challenges, and this play explores many of them, like sexual harassment, eating disorders, Ophelia complexes and more.",The New York Times,Review,https://www.nytimes.com/2017/02/28/theater/linda-review.html
,58b6394b7c459f2525d1f14a,932,By BEN BRANTLEY,article,"End of the World, in Jersey","['Theater', 'The Skin of Our Teeth (Play)', 'Arbus, Arin', 'Theater for a New Audience', 'Wilder, Thornton']",3,Culture,1,2017-03-01 03:00:19,Unknown,The Theater for a New Audience’s revival of Thornton Wilder’s apocalyptic comedy feels surprisingly appropriate for a world threatened by climate issues and packed with refugees.,The New York Times,Review,https://www.nytimes.com/2017/02/28/theater/the-skin-of-our-teeth-review.html
,58b64f247c459f2525d1f17c,936,By FRANK BRUNI,article,Trump’s Military Preening,"['Trump, Donald J', 'Speeches and Statements', 'Defense Department', 'United States Defense and Military Forces', 'House of Representatives']",3,OpEd,31,2017-03-01 04:33:32,Unknown,"His call on Tuesday night for a rebuilt military is about vanity, not safety.",The New York Times,Op-Ed,https://www.nytimes.com/2017/02/28/opinion/donald-trumps-military-preening.html
,58b650777c459f2525d1f182,740,By THE EDITORIAL BOARD,article,Visions of Trumptopia,"['United States Politics and Government', 'Trump, Donald J', 'Speeches and Statements', 'House of Representatives', 'Senate', 'United States Economy', 'Patient Protection and Affordable Care Act (2010)', 'Immigration and Emigration']",3,Editorial,30,2017-03-01 04:39:13,Unknown,The president offered up lots of gauzy promises but no real ideas of how to pay for them.,The New York Times,Editorial,https://www.nytimes.com/2017/02/28/opinion/visions-of-trumptopia.html
,58b6556e7c459f2525d1f18f,1373,By NEIL GOUGH,article,Labor Abroad May Suffer as U.S. Turns Inward,"['Trans-Pacific Partnership', 'Vietnam', 'International Trade and World Market', 'Workplace Hazards and Violations', 'Trump, Donald J', 'Far East, South and Southeast Asia and Pacific Areas']",3,Business,1,2017-03-01 05:00:25,Unknown,"The T.P.P. and other trade deals required tougher labor and environment measures. Some call them fig leaves, but others bemoan their loss.",The New York Times,News,https://www.nytimes.com/2017/03/01/business/trump-tpp-trade-vietnam-labor-environment.html
,58b657fa7c459f2525d1f197,1401,By STEPHANIE STROM,article,Cereal Upstart Snares a Spot in City Schools,"['Cereals', 'Back to the Roots Inc', 'Lunch and Breakfast Programs', 'Education Department (NYC)', 'Education (K-12)', 'Diet and Nutrition', 'Kellogg Company', 'New York City']",3,Dining,1,2017-03-01 05:11:15,Unknown,"In a bite-size coup that could spread to other cities, a California upstart has replaced Kellogg products in the city’s free-breakfast program.",The New York Times,News,https://www.nytimes.com/2017/03/01/dining/cereal-health-new-york-city-public-schools.html
,58b65a177c459f2525d1f1a6,1318,"By LIZETTE ALVAREZ, JESS BIDGOOD, MITCH SMITH and SABRINA TAVERNISE",article,"‘Today, He Acted Like a Politician’: Voters’ Reactions to Trump’s Speech","['United States Politics and Government', 'Trump, Donald J', 'Speeches and Statements']",3,National,0,2017-03-01 05:20:16,Politics,The New York Times spoke with a few voters who were watching the president’s speech to Congress from either side of the partisan divide.,The New York Times,News,https://www.nytimes.com/2017/03/01/us/politics/what-stood-out-to-you-in-president-trump-speech.html
,58b671f57c459f2525d1f1dd,163,By KATHERINE SCHULTEN,article,Kindness Across Divides,[],3,Learning,0,2017-03-01 07:02:04,Unknown,"After a Jewish cemetery was attacked, Muslims donated thousands of dollars to repair it. What other examples of kindness like this can you think of?",The New York Times,News,https://www.nytimes.com/2017/03/01/learning/kindness-across-divides.html
,58b684517c459f2525d1f200,1262,By TODD BALF,article,The Athlete in Me Won’t Stop,"['Paralysis', 'Disabilities', 'Spine (Body Part)']",3,OpEd,0,2017-03-01 08:20:24,Unknown,"My spinal cord injury is disabling, but it has not destroyed my competitive spirit.",The New York Times,Op-Ed,https://www.nytimes.com/2017/03/01/opinion/the-athlete-in-me-wont-stop.html
,58b684877c459f2525d1f204,1011,By ROSS DOUTHAT,article,Can Populism Take Paris?,"['Le Pen, Marine', 'National Front (France)', 'France', 'Fringe Groups and Movements', 'Trump, Donald J', 'Great Britain Withdrawal from EU (Brexit)', 'Hollande, Francois', 'Fillon, Francois', 'Merkel, Angela']",3,OpEd,0,2017-03-01 08:21:18,Unknown,Imagining a presidential path for Marine Le Pen.,The New York Times,Op-Ed,https://www.nytimes.com/2017/03/01/opinion/can-populism-take-paris.html
,58b684877c459f2525d1f205,932,By VERONICA ESCOBAR,article,What the Border Thinks of Trump,"['El Paso (Tex)', 'Immigration and Emigration', 'North American Free Trade Agreement', 'Labor and Jobs', 'Foreign Workers', 'Illegal Immigration', 'Trump, Donald J', 'United States Politics and Government']",3,OpEd,31,2017-03-01 08:21:20,Unknown,"In El Paso, we’ve benefited from booming trade and immigration.",The New York Times,Op-Ed,https://www.nytimes.com/2017/03/01/opinion/how-trump-will-hurt-my-border-town.html
"Photojournalists like Shawkan have been imprisoned for three years since Egyptian authorizes cracked down on protests, and Mohammed Elshamy feels it is his duty to make their stories heard.",58b68e887c459f2525d1f223,876,By MOHAMMED ELSHAMY,blogpost,Unknown,"['News', 'Abou Zeid, Mahmoud (1987- )', 'Elshamy, Mohammed (1994- )', 'Demonstrations, Protests, and Riots', 'Photography', 'Politics and Government', 'Egypt']",0,Unknown,0,2017-03-01 09:00:58,Unknown,"Photojournalists like Shawkan have been imprisoned for three years since Egyptian authorizes cracked down on protests, and Mohammed Elshamy feels it is his duty to make their stories heard.",The New York Times,Blog,https://lens.blogs.nytimes.com/2017/03/01/telling-the-stories-of-egypts-endangered-journalists/
,58b68e137c459f2525d1f221,382,By CAROLINE CROSSON GILPIN,article,What Rules Should Apply to Transgender Athletes When They Compete?,[],3,Learning,0,2017-03-01 09:02:03,Unknown,Should transgender athletes compete under their assigned gender or the gender they transition to?,The New York Times,News,https://www.nytimes.com/2017/03/01/learning/what-rules-should-apply-to-transgender-athletes-when-they-compete.html
,58b69bae7c459f2525d1f248,657,By ANA MARIE COX,article,Evan McMullin Is Very Concerned,"['McMullin, Evan', 'Trump, Donald J', 'Republican Party', 'Democratic Party', 'Presidential Election of 2016']",3,Magazine,62,2017-03-01 10:00:08,Unknown,The former C.I.A. operative on his presidential run and why there are so many leaks from within the Trump administration.,The New York Times,News,https://www.nytimes.com/2017/03/01/magazine/evan-mcmullin-would-vote-for-a-democrat-if-he-had-to.html
,58b69bc07c459f2525d1f24b,4759,By SASHA WEISS,article,The Revealer,"['Theater', 'The Glass Menagerie (Play)', 'Gold, Sam (1978- )', 'Ferris, Madison', 'Field, Sally', 'Williams, Tennessee', 'Wooster Group', 'Disabilities', 'Mantello, Joe']",3,Magazine,28,2017-03-01 10:00:25,Unknown,"Through his stripped-down, radically humane approach to theater, Sam Gold has found a new dimension to a classic American play.",The New York Times,News,https://www.nytimes.com/2017/03/01/magazine/sam-gold-the-glass-menagerie-the-experimentalist-on-broadway.html
,58b69bc07c459f2525d1f24a,1422,By KWAME ANTHONY APPIAH,article,Should I Tell Uber My Driver Was High?,"['Marijuana', 'Ethics (Personal)', 'Parenting', 'Uber Technologies Inc', 'Taxicabs and Taxicab Drivers']",3,Magazine,20,2017-03-01 10:00:25,Unknown,The magazine’s ethicist columnist on whether to report a driver you believe was DUI and whether to tell your friend’s divorce lawyer about the illegal actions of her ex.,The New York Times,News,https://www.nytimes.com/2017/03/01/magazine/should-you-tell-uber-your-driver-was-high.html
,58b69bc97c459f2525d1f252,1120,By ADAM NAGOURNEY,article,"In Los Angeles, Mayor Looks Back Before an Election","['Garcetti, Eric M', 'Elections, Mayors', 'United States Politics and Government', 'Los Angeles (Calif)']",3,National,18,2017-03-01 10:00:29,Unknown,"The incumbent mayor, who faces 10 challengers next month, says he is effective, not cautious, as his critics contend.",The New York Times,Question,https://www.nytimes.com/2017/03/01/us/eric-garcetti-los-angeles-mayor-election.html
,58b69bc87c459f2525d1f24e,4438,By ROLLO ROMIG,article,How to Steal a River,"['Yamuna River (India)', 'Concrete', 'Sand and Gravel', 'Building (Construction)', 'Rivers', 'Mines and Mining', 'Ganges River']",3,Magazine,42,2017-03-01 10:00:30,Unknown,"To feed an enormous building boom, India’s relentless sand miners have devastated the waterways that make life there possible. ",The New York Times,News,https://www.nytimes.com/2017/03/01/magazine/sand-mining-india-how-to-steal-a-river.html
,58b69bcb7c459f2525d1f253,2644,By LAWRENCE OSBORNE,article,My Bangkok: City of Spirits,"['Travel and Vacations', 'Bangkok (Thailand)']",3,Travel,1,2017-03-01 10:00:36,Unknown,"In a city filled with haunted sites, ghosts are woven into the fabric of daily life.",The New York Times,News,https://www.nytimes.com/2017/03/01/travel/bangkok-thailand-city-of-spirits-culture.html
,58b69bd57c459f2525d1f256,5123,By THE NEW YORK TIMES,article,Baseball’s Too Slow. Here’s How You Fix It.,"['Baseball', 'Major League Baseball']",3,Sports,9,2017-03-01 10:00:47,Baseball,The average game last season took three hours. We invited our reporters and readers to propose solutions. Some of them took the assignment seriously.,The New York Times,News,https://www.nytimes.com/2017/03/01/sports/baseball/baseballs-too-slow-heres-how-you-fix-it.html
,58b6a9467c459f2525d1f27c,1137,By ALEXANDRA S. LEVINE,article,New York Today: Our Locals on Lent,['New York City'],3,Metro,0,2017-03-01 10:58:08,Unknown,"Wednesday: How your neighbors are observing Lent, a rendezvous with French film, and Women’s History Month.",The New York Times,briefing,https://www.nytimes.com/2017/03/01/nyregion/new-york-today-ash-wednesday-lent-womens-history-month.html
,58b6a9c27c459f2525d1f282,134,By DAVID GELLES,article,How to Be Mindful if Your Flight Is Delayed,"['Delays (Transportation)', 'Anxiety and Stress', 'Meditation']",3,Well,0,2017-03-01 11:00:05,Mind,"Running late is stressful, but a delayed flight is an especially good moment to be mindful.",The New York Times,News,https://www.nytimes.com/2017/03/01/well/mind/how-to-be-mindful-if-your-flight-is-delayed.html
,58b6a9b97c459f2525d1f27f,896,By GRETCHEN REYNOLDS,article,"For Early Alzheimer’s, Try Exercise","[""Alzheimer's Disease"", 'Exercise', 'Memory', 'Research', 'Brain', 'Elderly']",3,Science,4,2017-03-01 11:00:05,Move,Some people with early-stage Alzheimer’s disease showed improved physical abilities and slowed memory loss from a walking program.,The New York Times,News,https://www.nytimes.com/2017/03/01/well/move/frequent-brisk-walks-may-aid-those-with-early-alzheimers.html
,58b6f4d77c459f2525d1f378,715,By THE ASSOCIATED PRESS,article,"Golf Unveils New, Simplified Rules",['Golf'],3,Sports,0,2017-03-01 16:20:30,Golf,The Royal & Ancient Golf Club and the U.S. Golf Association spent more than five years trying to modernize the Rules of Golf.,The New York Times,News,https://www.nytimes.com/2017/03/01/sports/golf/golf-unveils-new-simplified-rules.html
,58b6f7667c459f2525d1f383,233,By NICHOLAS BAKALAR,article,Weight: Stress Is Linked to Obesity,"['Obesity', 'Weight', 'Cortisol (Hormone)', 'Anxiety and Stress']",3,Science,6,2017-03-01 16:31:30,Eat,"By measuring cortisol levels in hair, scientists confirmed a link between long-term stress and obesity.",The New York Times,News,https://www.nytimes.com/2017/03/01/well/eat/stress-can-make-the-pounds-accumulate.html
Maybe it&#8217;s not really about the jobs.,58b70ad07c459f2525d1f3d4,393,By UNKNOWN,blogpost,Unknown,[],3,OpEd,0,2017-03-01 17:50:53,Unknown,Maybe it&#8217;s not really about the jobs.,The New York Times,Blog,https://krugman.blogs.nytimes.com/2017/03/01/coal-is-a-state-of-mind/
,58b716d37c459f2525d1f401,728,By ANDREW ROSENTHAL,article,"Donald Trump, Master of Low Expectations","['United States Politics and Government', 'Trump, Donald J']",3,OpEd,0,2017-03-01 18:45:34,Unknown,"On Tuesday, the president seemed to promise everything while actually not promising much of anything at all.",The New York Times,Op-Ed,https://www.nytimes.com/2017/03/01/opinion/donald-trump-master-of-low-expectations.html
,58b71c9e7c459f2525d1f416,714,By MARGOT SANGER-KATZ,article,New Voice in Debating  Tax Credits,"['Tax Credits, Deductions and Exemptions', 'Health Insurance and Managed Care', 'Trump, Donald J', 'Patient Protection and Affordable Care Act (2010)']",3,Upshot,14,2017-03-01 19:10:16,Unknown,The issue is an important dividing line in the Republican caucus and represents a break from President Trump’s position during the campaign.,The New York Times,News,https://www.nytimes.com/2017/03/01/upshot/trump-picks-a-side-how-tax-credits-would-work-in-a-gop-health-plan.html
,58b725b57c459f2525d1f42e,1397,By ROD NORDLAND,article,"Eyewitness to America’s Longest War, After Others Have Gone","['Afghanistan War (2001-14)', 'News and News Media', 'New York Times', 'Kabul (Afghanistan)']",3,Insider,0,2017-03-01 19:48:58,Unknown,Foreigners are a rare sight in Kabul these days; even more rare are foreign journalists.,The New York Times,News,https://www.nytimes.com/2017/03/01/insider/eyewitness-to-americas-longest-war-after-others-have-gone.html
,58b72d527c459f2525d1f447,968,"By MIKKAEL A. SEKERES, M.D. and TIMOTHY D. GILLIGAN, M.D",article,Informed Patient? Don’t Bet on It,"['Chemotherapy', 'Clinical Trials', 'Drugs (Pharmaceuticals)', 'Surgery and Surgeons', 'Doctors']",3,Science,6,2017-03-01 20:21:34,Live,Most patients don’t have any idea what they have agreed to let their doctors do to them.,The New York Times,News,https://www.nytimes.com/2017/03/01/well/live/informed-patient-dont-bet-on-it.html
,58b758ca7c459f2525d1f4d6,971,By NEIL IRWIN,article,Why the Markets Are Defying Forecasts of Gloom and Doom,"['United States Economy', 'Inflation (Economics)', 'Stocks and Bonds', 'Interest Rates', 'Banking and Financial Institutions', 'Federal Reserve System', ""Standard & Poor's 500-Stock Index""]",3,Business,1,2017-03-01 23:27:01,Unknown,Shedding pessimism after seeming to be hopelessly trapped in a cycle of low growth and inflation.,The New York Times,News,https://www.nytimes.com/2017/03/01/upshot/what-booming-markets-are-telling-us-about-the-global-economy.html
,58b75b9f7c459f2525d1f4dc,4135,By MICHAEL GONCHAR,article,401 Prompts for Argumentative Writing,"['Education (K-12)', 'Reading and Writing Skills (Education)']",65,Learning,0,2017-03-01 23:39:00,Lesson Plans,"Scroll through this list of questions that touch on every aspect of contemporary life — from social media to sports, politics and school — and see which ones most inspire you to take a stand.",The New York Times,News,https://www.nytimes.com/2017/03/01/learning/lesson-plans/401-prompts-for-argumentative-writing.html
,58b76cc97c459f2525d1f500,2232,"By MATTHEW ROSENBERG, ADAM GOLDMAN and MICHAEL S. SCHMIDT",article,Obama Officials Raced to Preserve Russian Trail,"['Russia', 'Obama, Barack', 'Putin, Vladimir V', 'Trump, Donald J', 'Cyberwarfare and Defense', 'United States International Relations', 'Presidential Election of 2016', 'Espionage and Intelligence Services', 'United States Politics and Government']",3,National,1,2017-03-02 00:52:18,Politics,Obama administration officials scrambled to ensure intelligence of connections between the Trump campaign and Russian officials was preserved after they left office.,The New York Times,News,https://www.nytimes.com/2017/03/01/us/politics/obama-trump-russia-election-hacking.html
,58b76e9b7c459f2525d1f505,283,By RAY STARMAN,article,Meeting Eleanor Roosevelt,"['Roosevelt, Eleanor', 'Stamford (Conn)', 'Manhattan (NYC)']",0,Metro,21,2017-03-02 01:00:04,Unknown,Recalling an encounter with a former first lady shortly before she died.,The New York Times,News,https://www.nytimes.com/2017/03/01/nyregion/metropolitan-diary-meeting-eleanor-roosevelt.html
,58b771937c459f2525d1f50d,1117,By LINDA GREENHOUSE,article,Outsourcing the Constitution,"['Prisons and Prisoners', 'Privatization', 'Glisson, Nicholas (1960-2010)', 'Corizon Health Inc', 'Corrections Department (Ind)', 'Indiana', 'Supreme Court (US)', 'Justice Department', 'Sykes, Diane Schwerm', 'Wood, Diane Pamela', 'Obama, Barack', 'Trump, Donald J', 'Decisions and Verdicts']",3,OpEd,0,2017-03-02 01:12:43,Unknown,The appalling case of a prisoner who starved to death shows how dependent we are on our judges’ willingness to call out injustice.,The New York Times,Op-Ed,https://www.nytimes.com/2017/03/01/opinion/outsourcing-the-constitution.html
,58b774697c459f2525d1f514,734,By KAREN CROUSE,article,A Simple Game Aims to Simplify Its Rules,"['Golf', 'United States Golf Assn']",3,Sports,9,2017-03-02 01:24:50,Golf,The sport’s governing bodies are taking a crazy quilt of regulations and boiling them down to a maxim: Use common sense.,The New York Times,News,https://www.nytimes.com/2017/03/01/sports/golf/golf-tries-to-simplify-rules-united-states-golf-association.html
,58b77c577c459f2525d1f51e,700,By THE EDITORIAL BOARD,article,The Missing Commander in Chief,"['Trump, Donald J', 'Speeches and Statements', 'United States Politics and Government', 'United States International Relations', 'United States Defense and Military Forces']",3,Editorial,26,2017-03-02 01:58:38,Unknown,Mr. Trump leaves us in the dark on major foreign policy issues.,The New York Times,Editorial,https://www.nytimes.com/2017/03/01/opinion/now-about-that-role-as-commander-in-chief.html
,58b78abb7c459f2525d1f53c,545,By DEB AMLEN,article,When You Can’t See the Trees,['Crossword Puzzles'],3,Games,0,2017-03-02 03:00:04,Unknown,Peter Gordon performs some nifty crossword sleight-of-hand.,The New York Times,News,https://www.nytimes.com/2017/03/01/crosswords/when-you-cant-see-the-trees-muscle-robitaille-issa.html
